Location,Signal Strength (dBm),Download Speed (Mbps),Upload Speed (Mbps),Latency (ms),Jitter (ms),Network Type,Device Model,Carrier,Band,Battery Level (%),Temperature (°C),Connected Duration (min),Handover Count,Data Usage (MB),Video Streaming Quality,VoNR Enabled,Network Congestion Level,Ping to Google (ms),Dropped Connection
Mumbai,-89.8,342.83,125.48,14.9,4.19,4G,Galaxy S23,Jio,n258,91,32.9,2,4,421.64,1,FALSE,High,24.1,TRUE
Kolkata,-78.5,873.26,26.25,18.9,3.2,5G SA,Galaxy S23,Airtel,n258,45,26.8,58,3,142.22,5,FALSE,Low,72,TRUE
Chennai,-107.1,130.81,127.19,16.9,0.73,5G NSA,iPhone 14,Airtel,n28,45,20.9,52,3,351.66,4,TRUE,High,27.2,FALSE
New York,-68.4,929.95,34.46,5.8,3.2,4G,Nord 4,AT&T,n78,61,30.8,8,3,263.04,3,FALSE,Low,89,FALSE
Tokyo,-88.9,165.87,132.86,15.7,0.48,5G SA,Nord 4,Verizon,n41,49,21.6,54,0,42.26,2,TRUE,Medium,91.2,FALSE
Chennai,-85.3,188.3,74.56,2.7,2.29,5G SA,iPhone 14,BSNL,n78,87,23.3,49,4,479.39,3,TRUE,Medium,41.6,TRUE
Mumbai,-96.3,723.88,134.81,12.7,0.88,5G SA,GT 7,Jio,n258,16,40.9,15,4,169.12,5,FALSE,Medium,81.5,FALSE
San Francisco,-63.7,379.98,42.43,8.9,3.68,5G NSA,Pixel 7,T-Mobile,n41,72,40.4,53,1,182.55,4,TRUE,Medium,69.1,TRUE
Kolkata,-96.4,556.11,142.27,8,3.2,5G NSA,Nord 4,Airtel,n28,74,24.2,1,0,259.62,5,FALSE,Low,46.7,TRUE
Mumbai,-103.6,670.7,136.31,12.5,3.19,5G NSA,GT 7,Vi,n78,83,36.4,9,3,276.1,3,TRUE,High,18.1,TRUE
Chennai,-106.5,380.41,84,18.7,0.73,4G,Pixel 7,Vi,n78,96,25.1,27,1,439.58,3,FALSE,High,23.1,TRUE
Berlin,-67.7,898.31,132.41,10.6,3.97,5G SA,iPhone 14,Verizon,n260,84,22.2,19,2,382.95,1,FALSE,High,85.6,TRUE
Berlin,-78.9,810.37,23.06,17.1,3.21,5G SA,Nord 4,AT&T,n260,75,25.4,31,0,271.56,1,FALSE,Low,96.7,FALSE
Mumbai,-63.4,438.13,92.32,10,4.59,4G,Galaxy S23,Airtel,n28,61,22.1,2,2,117.37,2,TRUE,High,33.4,FALSE
Delhi,-105.1,168.57,78.84,12.6,1.99,5G NSA,GT 7,BSNL,n28,22,28,12,3,37.65,5,FALSE,Medium,44.2,TRUE
Berlin,-89.2,570.84,129.51,8.8,3.28,5G NSA,Galaxy S23,Verizon,n41,87,40.7,42,0,251.69,5,TRUE,Medium,46.5,TRUE
Kolkata,-91.3,745.13,114.82,15.8,4.05,4G,Nord 4,Vi,n258,31,30,28,3,168.83,3,TRUE,High,45.6,TRUE
Mumbai,-89.4,801.84,107.45,4.4,3.47,4G,iPhone 14,Vi,n258,53,23.8,20,0,323.05,5,FALSE,High,60,FALSE
Mumbai,-109.7,899.53,96.42,8.8,3.03,5G SA,iPhone 14,Vi,n28,46,38.7,28,3,476.81,5,TRUE,Medium,34.9,FALSE
Mumbai,-65.7,603.78,20.75,19.1,3.21,5G NSA,Nord 4,Vi,n28,44,39.8,58,2,282.79,5,TRUE,Low,73.2,FALSE
Kolkata,-82,490.7,50.89,4.4,3.21,4G,Pixel 7,Airtel,n78,78,36.2,20,0,476.97,1,FALSE,Low,36.7,FALSE
Mumbai,-80.7,709.3,50.23,8.2,3.07,5G SA,Pixel 7,Vi,n78,40,42.6,26,0,192.35,2,TRUE,High,27.1,FALSE
Kolkata,-68.3,105.05,114.71,11.2,2.86,5G NSA,Galaxy S23,Jio,n258,47,20.1,10,4,37.54,1,TRUE,High,17.2,FALSE
Kolkata,-75,869.29,27.33,10,4.69,4G,Pixel 7,Vi,n28,34,42.4,36,3,254.61,5,FALSE,Medium,57.2,FALSE
Berlin,-108.9,542.69,81.92,11.2,3.22,5G SA,iPhone 14,Verizon,n78,29,32.1,32,3,347.98,4,FALSE,Medium,44.9,FALSE
Chennai,-109.7,246.74,61.44,8.9,3.85,4G,GT 7,Airtel,n78,30,26.2,8,4,288.98,5,TRUE,High,99.5,TRUE
San Francisco,-80.6,313.1,99.56,7.2,3.21,4G,Pixel 7,T-Mobile,n78,15,22,22,4,419.23,3,TRUE,Low,71.6,FALSE
San Francisco,-83.4,639.75,52.2,8.7,3.21,5G NSA,GT 7,AT&T,n41,33,31.7,33,2,13.58,2,TRUE,Low,29.4,TRUE
Chennai,-71,262.02,116.81,4,2.14,5G NSA,Nord 4,Airtel,n258,21,23.8,56,4,114.2,1,TRUE,High,69.1,FALSE
San Francisco,-103.7,423.79,26.75,15.7,1.29,5G NSA,GT 7,T-Mobile,n41,56,30.7,20,3,398.21,3,TRUE,Medium,37.4,FALSE
Mumbai,-96.4,390.34,24.94,3.5,3.21,4G,Galaxy S23,Airtel,n28,10,27.8,52,4,410.66,1,TRUE,Low,17.4,TRUE
Kolkata,-75.3,724.94,100.07,4.4,4.15,5G SA,Pixel 7,BSNL,n258,15,37.5,56,3,388.23,2,FALSE,Medium,80.4,TRUE
Mumbai,-102,496.48,144.69,2.4,3.21,5G SA,Galaxy S23,Jio,n258,97,41.2,43,1,221.9,4,TRUE,Low,48.8,FALSE
New York,-73.2,350.23,132.08,20,2.67,4G,iPhone 14,AT&T,n78,61,24.7,43,4,12.39,3,FALSE,Medium,12.7,FALSE
Delhi,-99.1,298.1,134.73,19.7,1.18,5G NSA,Pixel 7,Vi,n28,15,23.2,30,3,223.26,3,FALSE,High,85.3,TRUE
Kolkata,-106.7,516.39,27.72,7.9,3.21,5G NSA,GT 7,Vi,n258,55,32,54,1,298.72,5,TRUE,Low,22.1,FALSE
Kolkata,-99.9,965.56,39.59,14.6,3.01,5G SA,iPhone 14,BSNL,n28,90,42.1,35,1,490.92,5,TRUE,Medium,10.2,FALSE
Kolkata,-85.9,647.89,21.18,14,0.22,5G NSA,Nord 4,BSNL,n258,25,40.3,58,0,60.51,4,TRUE,Medium,23.8,TRUE
Berlin,-89.3,224.45,50.29,3.9,2.88,4G,GT 7,T-Mobile,n260,74,27.7,57,2,248.62,5,FALSE,Medium,37.6,FALSE
Berlin,-71.2,656.02,35.77,3.8,4.06,5G SA,Pixel 7,T-Mobile,n78,96,36.8,52,2,25.28,5,TRUE,High,52.3,TRUE
Tokyo,-98.6,786.51,116.64,11.5,3.98,4G,Pixel 7,Verizon,n41,74,21.6,31,3,157.78,2,FALSE,Medium,80.8,FALSE
Kolkata,-90.7,197.87,23.44,18,3.21,5G SA,Galaxy S23,Airtel,n28,79,42.2,43,4,476.16,5,FALSE,Low,41.2,TRUE
San Francisco,-72.4,472.85,27.1,3.2,3.21,4G,Nord 4,Verizon,n78,97,33.3,54,4,70.64,5,TRUE,,35,FALSE
Tokyo,-107,680.99,73.32,3.7,0.6,5G NSA,Galaxy S23,AT&T,n78,86,34.5,54,4,106.86,4,TRUE,High,16.3,FALSE
Berlin,-89,280.98,70.89,6.4,2.51,4G,Galaxy S23,AT&T,n78,91,33.4,20,0,210.3,2,FALSE,Medium,38.4,TRUE
Tokyo,-94.9,271.97,124.71,19.2,3.21,5G NSA,GT 7,AT&T,n78,35,39.5,16,4,182.49,4,FALSE,Low,80.7,TRUE
San Francisco,-85.9,148.08,134.63,3.5,1.74,4G,iPhone 14,Verizon,n78,34,42.3,23,2,347.03,3,TRUE,High,21.7,TRUE
Tokyo,-103.6,814.51,36.17,20,3.21,5G NSA,GT 7,T-Mobile,n78,87,42.9,58,3,480.88,5,FALSE,Low,37.3,FALSE
Mumbai,-84.9,505,78.82,10.6,3.22,5G NSA,Nord 4,BSNL,n258,66,22.9,53,0,193.73,3,FALSE,High,44.9,FALSE
Berlin,-95,194.03,38.96,16.7,1.98,5G NSA,iPhone 14,T-Mobile,n41,79,41.4,41,1,349.36,2,TRUE,Medium,90.9,FALSE
New York,-105.6,677.81,44.69,18,3.21,5G SA,GT 7,Verizon,n260,19,30.1,4,0,461.89,4,FALSE,Low,84.1,TRUE
Kolkata,-74.8,686.4,138.22,6.7,3.22,4G,Galaxy S23,Jio,n28,96,43.1,5,4,140.59,2,FALSE,Low,77.2,FALSE
New York,-94.7,578.44,31.28,3.4,1.66,4G,iPhone 14,AT&T,n41,48,25,16,4,135.32,1,FALSE,Medium,67.6,TRUE
Kolkata,-99.4,177.17,90.68,4.4,0.78,5G NSA,iPhone 14,BSNL,n78,63,39.8,6,4,442.75,1,FALSE,High,20.8,FALSE
Tokyo,-93.6,862,53.51,16.8,4.04,4G,Galaxy S23,Verizon,n260,13,39.7,32,3,324.44,1,TRUE,Medium,17,FALSE
San Francisco,-87.5,573.57,94.64,6,2.25,5G SA,GT 7,T-Mobile,n41,43,22.6,33,4,61.25,3,FALSE,High,14.4,FALSE
San Francisco,-66.8,117.35,49.73,10.1,3.22,4G,iPhone 14,Verizon,n78,91,35.1,2,4,463.77,1,FALSE,Low,20.4,FALSE
Berlin,-70.9,318.91,70.56,5.7,3.22,5G SA,Nord 4,AT&T,n78,30,25.4,22,2,254.99,3,FALSE,Low,60.7,TRUE
Chennai,-83.4,416.43,140.77,17.4,3.22,5G SA,Pixel 7,BSNL,n258,43,33.3,39,3,221.19,3,TRUE,Low,95.4,TRUE
New York,-68.5,122.22,75.06,7.9,4.81,5G SA,Nord 4,T-Mobile,n41,53,38.7,6,1,375.52,4,FALSE,Medium,36,TRUE
Mumbai,-88.7,758.98,141.76,13.3,4.98,4G,Nord 4,Vi,n78,34,23.7,18,3,147.02,4,TRUE,Medium,91.3,TRUE
Berlin,-99.1,569.23,80.41,6.9,1.73,5G NSA,Pixel 7,T-Mobile,n260,56,20.9,8,3,22.14,1,TRUE,High,92.7,TRUE
Kolkata,-97.1,614.31,97.08,3.3,1.22,5G NSA,Pixel 7,Vi,n28,97,23.8,58,0,249.31,5,TRUE,High,44.5,FALSE
Kolkata,-72.8,122.56,81.82,2.7,1.4,5G SA,Galaxy S23,Vi,n28,74,31.6,34,4,366.55,1,TRUE,High,41.3,FALSE
Berlin,-62.3,235.02,20.06,11,2.77,5G NSA,Nord 4,AT&T,n78,62,35.3,51,4,186.1,5,TRUE,Medium,86.2,FALSE
Berlin,-91.2,407.7,94.78,6.7,3.22,4G,Nord 4,Verizon,n78,88,32.7,26,4,98.48,2,FALSE,Low,23.6,FALSE
New York,-83.3,172.43,92.99,11.3,3.22,4G,Nord 4,Verizon,n260,64,40.4,41,0,104.08,2,TRUE,Low,98.5,TRUE
Kolkata,-91.5,591.29,106.76,4.8,2.84,4G,Pixel 7,Airtel,n258,71,43.1,40,1,129.96,4,TRUE,Medium,66.1,TRUE
Chennai,-63.9,745.3,133.38,16.2,1.98,5G NSA,Pixel 7,Jio,n78,33,32,48,2,349.84,4,TRUE,Medium,88.5,FALSE
Mumbai,-91.8,451.34,103.54,14.5,0.15,5G SA,iPhone 14,Jio,n258,15,27.7,6,2,27.44,2,FALSE,High,64.7,FALSE
Chennai,-65,186.72,113.74,8.6,3.08,4G,Pixel 7,Vi,n258,36,32.3,33,4,20.23,3,TRUE,High,12.1,FALSE
Mumbai,-62.6,829.06,108.15,8.1,3.34,5G SA,Nord 4,Jio,n78,23,32.4,10,1,435.24,2,TRUE,Medium,61.4,FALSE
Mumbai,-75,279.16,43.31,17.4,3.22,5G NSA,Galaxy S23,Airtel,n78,59,38.5,5,0,280.61,5,TRUE,Low,71.8,TRUE
Mumbai,-94.4,780.18,92.94,19.1,3.22,5G NSA,GT 7,Vi,n258,34,42.7,17,3,297.9,5,FALSE,Low,57.1,TRUE
Mumbai,-105.4,956.63,101.62,13.6,0.26,5G SA,GT 7,BSNL,n28,29,29.3,28,2,22.57,3,FALSE,High,66.1,TRUE
Berlin,-81.1,845.47,90.16,15.6,0.18,4G,Nord 4,Verizon,n78,88,32.3,42,3,55.27,2,TRUE,High,74.8,TRUE
Kolkata,-95.6,867.54,100.91,12.3,4.65,4G,Galaxy S23,Jio,n78,64,35.7,39,0,124.46,5,TRUE,Medium,59.3,FALSE
San Francisco,-94.7,818.78,64.9,15.9,1.39,4G,GT 7,Verizon,n260,69,20.9,7,0,231.23,2,TRUE,Medium,20.5,FALSE
Chennai,-105.1,246.33,98.2,2.7,3.22,5G NSA,Nord 4,Jio,n78,53,38.5,54,3,317.12,4,FALSE,Low,25.2,FALSE
New York,-101.2,688.31,128.76,18.3,2.4,4G,GT 7,Verizon,n260,89,20.5,40,4,19.96,3,TRUE,Medium,10.9,TRUE
Berlin,-101.6,183.51,54.81,6.2,1.63,4G,Nord 4,AT&T,n260,46,36.2,32,2,68.65,2,FALSE,High,43,FALSE
New York,-75.3,239.86,115.28,10.9,2.3,5G NSA,iPhone 14,T-Mobile,n78,18,26.4,15,3,322.8,1,FALSE,Medium,95.8,FALSE
Tokyo,-105.2,786.7,118.24,19.4,2.07,4G,Nord 4,Verizon,n78,38,34.7,51,1,211.45,1,FALSE,Medium,97.5,TRUE
San Francisco,-71.2,683.35,42.91,15.9,3.22,4G,GT 7,Verizon,n260,60,42.4,2,1,468.6,1,FALSE,Low,97.3,TRUE
Mumbai,-81.4,735.61,129.59,17.6,3.22,5G SA,Galaxy S23,BSNL,n258,45,21.8,32,1,164.41,1,TRUE,Low,54.2,FALSE
Delhi,-99.3,924.33,49.92,15.4,2.56,5G SA,Nord 4,BSNL,n78,15,28.7,57,2,293.89,2,FALSE,Medium,69.2,FALSE
Chennai,-66.9,328.87,108.35,2.1,2.63,5G NSA,iPhone 14,BSNL,n28,88,39.4,8,3,450.37,2,FALSE,Medium,93,FALSE
Chennai,-76.3,694.5,23.81,6.7,3.22,5G SA,iPhone 14,Airtel,n78,42,21.3,20,3,339.75,3,TRUE,Low,29.2,FALSE
Mumbai,-102.7,514.88,24.47,8.6,3.64,5G NSA,Nord 4,Jio,n258,38,43.9,31,1,259.83,2,TRUE,Medium,36,TRUE
San Francisco,-66.2,340.18,29.1,6.2,2.88,5G NSA,GT 7,T-Mobile,n41,42,27.3,22,3,372.5,5,TRUE,Medium,29,FALSE
New York,-84.2,982.02,52.01,13.8,1.15,4G,Pixel 7,Verizon,n78,19,34.6,28,4,204,5,FALSE,Medium,18,TRUE
Berlin,-81.9,577.72,78.88,8.1,1.44,5G SA,Nord 4,T-Mobile,n260,38,39.7,11,1,156.96,2,TRUE,Medium,30,TRUE
Kolkata,-108.6,675.74,112.62,4.3,3.22,5G NSA,GT 7,BSNL,n28,94,31.9,29,0,285.25,3,TRUE,Low,30.7,FALSE
Berlin,-76.6,173.68,42.74,13.1,3.22,5G NSA,GT 7,T-Mobile,n260,14,44.5,48,2,29.86,2,FALSE,Low,43.7,FALSE
Berlin,-73.6,211.9,29.51,17.1,2.75,4G,iPhone 14,Verizon,n78,29,38.6,30,2,280.06,2,TRUE,High,66.1,FALSE
Delhi,-95.2,715.27,23.45,15,4.27,5G NSA,Pixel 7,Airtel,n28,52,22,52,2,413.77,1,FALSE,Medium,60.8,FALSE
Chennai,-90.7,367.37,148.37,16.9,3.22,4G,Galaxy S23,BSNL,n28,79,30.7,37,2,203.77,3,FALSE,Low,88.2,FALSE
New York,-62.3,811.58,76.82,16,3.18,4G,GT 7,T-Mobile,n78,54,24.1,41,4,348,4,FALSE,Medium,87.4,FALSE
San Francisco,-65.1,239.1,66.16,3.3,4.86,5G SA,Pixel 7,T-Mobile,n260,13,41,56,0,438.83,3,FALSE,Medium,82.6,TRUE
Delhi,-64.1,191.22,105.95,14.2,3.22,5G NSA,GT 7,Jio,n78,34,20.9,43,4,320.7,1,FALSE,Low,30.7,FALSE
Tokyo,-91.3,414.53,144.06,19.6,0.36,5G NSA,Nord 4,Verizon,n41,38,22.2,22,1,279.28,4,FALSE,Medium,79.5,TRUE
Tokyo,-88,875.68,66.34,17.9,3.22,4G,Galaxy S23,Verizon,n260,80,42.5,8,1,392.46,4,FALSE,Low,42.8,FALSE
Tokyo,-78,848.18,144.57,6.3,3.23,5G NSA,iPhone 14,T-Mobile,n41,12,33.3,9,0,465.65,3,FALSE,Low,22.1,FALSE
Delhi,-96.6,397.54,94.6,18.6,3.23,5G SA,iPhone 14,Airtel,n28,47,32.6,59,2,96.69,2,TRUE,Low,40.4,TRUE
New York,-95.7,420.69,29.23,16.6,3.23,4G,iPhone 14,AT&T,n260,37,27.2,43,1,485.8,1,FALSE,Low,63.1,TRUE
Mumbai,-86.7,608.56,52.5,4.2,2.22,5G SA,Nord 4,Vi,n28,14,25,6,0,102.26,1,TRUE,Medium,32.1,FALSE
Berlin,-83.8,137.04,125.48,13.9,3.92,5G NSA,Pixel 7,T-Mobile,n260,66,41.8,31,3,371.13,3,TRUE,High,39,FALSE
Berlin,-105.5,301.22,129.93,4.5,2.79,5G NSA,Nord 4,T-Mobile,n78,79,33.4,56,1,300.73,5,TRUE,High,73.6,FALSE
New York,-93.6,509.75,107.82,3.3,3.23,5G SA,iPhone 14,AT&T,n78,43,33.9,26,3,134.77,5,FALSE,Low,21.5,TRUE
San Francisco,-90.2,202.76,43.8,8.1,4.14,5G SA,Nord 4,AT&T,n41,31,25.8,32,4,393.57,1,TRUE,High,46.7,FALSE
Kolkata,-77.1,386.45,140.75,14.4,1.89,4G,Galaxy S23,BSNL,n28,90,31.7,16,1,53.48,3,TRUE,High,94.7,TRUE
New York,-99.4,881.83,25.13,7.5,4.43,4G,Galaxy S23,Verizon,n41,41,40.1,23,0,221.13,3,FALSE,High,97.7,FALSE
Berlin,-99.3,750.06,114.6,2.1,0.85,5G NSA,Pixel 7,T-Mobile,n260,70,24.1,20,2,321.92,3,FALSE,Medium,79.1,FALSE
Kolkata,-72.5,293.94,44.31,8.8,3.23,5G NSA,GT 7,Vi,n28,15,27.9,38,3,483.38,1,TRUE,Medium,64.2,TRUE
Kolkata,-92.8,701.27,141.5,11.3,3.23,5G SA,iPhone 14,Airtel,n28,10,36.3,9,1,54.31,1,FALSE,Low,45.4,TRUE
Delhi,-90.5,667.68,80.52,6.9,4.14,4G,GT 7,BSNL,n78,78,27.2,31,3,194.86,2,TRUE,Medium,21.6,FALSE
Mumbai,-94.4,788.5,31.13,19.4,4.47,5G SA,GT 7,BSNL,n78,27,43.5,30,2,149.56,2,FALSE,Medium,82.5,TRUE
New York,-104.9,141.35,56.66,2.3,0.97,5G SA,GT 7,AT&T,n260,92,20,43,3,214.26,5,TRUE,Medium,78.8,FALSE
Chennai,-75,116.4,140.54,12.9,3.23,5G NSA,Nord 4,Airtel,n28,83,30.3,16,2,458.25,3,FALSE,Low,82.6,TRUE
Berlin,-76.5,139.23,27.12,4.4,3.54,5G SA,iPhone 14,T-Mobile,n260,52,44.8,34,1,225,4,TRUE,Medium,30.9,FALSE
Kolkata,-60.1,306.37,49.23,7.1,0.15,4G,iPhone 14,Jio,n258,50,31.7,17,1,405.33,1,TRUE,High,98.6,TRUE
Mumbai,-100.5,358.41,62.82,4.8,3.02,5G NSA,Pixel 7,Airtel,n28,84,20.9,48,3,152.03,5,TRUE,Medium,12.2,FALSE
Chennai,-89.8,838.49,90.68,15.5,2.79,5G SA,GT 7,Vi,n258,99,41.5,15,0,147.76,5,FALSE,Medium,51.1,TRUE
Tokyo,-88.2,115.48,28.37,18,3.23,5G NSA,Pixel 7,Verizon,n78,27,39.5,40,1,417.32,1,FALSE,Low,88.5,TRUE
Chennai,-109.6,113.41,64.86,15.1,3.23,5G SA,iPhone 14,Vi,n78,59,44.3,10,4,309,5,TRUE,Low,87.2,TRUE
Berlin,-74.2,460.07,28.45,5,1.68,4G,iPhone 14,T-Mobile,n78,48,36.9,59,3,120.66,1,TRUE,High,89.2,TRUE
San Francisco,-73.9,738.18,111.43,3.7,2.81,5G NSA,GT 7,AT&T,n260,60,28.4,47,3,166.87,4,FALSE,High,28.6,FALSE
Delhi,-91.7,347.34,109.1,6.9,0.7,5G SA,Galaxy S23,BSNL,n28,99,22.1,27,3,449.05,2,TRUE,Medium,59.9,TRUE
San Francisco,-105.7,185.09,144.11,16.2,1.17,5G NSA,Pixel 7,Verizon,n260,69,29.1,55,3,300.63,4,TRUE,Medium,65,TRUE
Chennai,-80.9,549.49,132.52,6.3,1.53,5G NSA,iPhone 14,Airtel,n258,16,22.8,30,2,341.67,4,TRUE,High,25.5,TRUE
Chennai,-86.4,591.56,94.7,10.8,1.67,5G NSA,Galaxy S23,Jio,n28,39,35.4,55,1,347.21,5,TRUE,Medium,21.7,TRUE
Tokyo,-76.8,854.72,106.76,7.3,4.91,5G SA,iPhone 14,Verizon,n78,90,35.7,30,0,298.25,4,FALSE,High,76.6,FALSE
Tokyo,-96.8,799.98,33.24,8.4,1.94,5G SA,Nord 4,T-Mobile,n78,58,37.7,23,3,242.24,5,FALSE,Medium,51.8,TRUE
Kolkata,-63,219.83,96.68,5.1,1.57,4G,iPhone 14,Vi,n258,77,44.7,52,1,351.26,1,TRUE,Medium,58,FALSE
Mumbai,-106.8,272.24,109.37,15.6,0.73,5G NSA,Galaxy S23,Airtel,n78,88,29.1,1,2,27.11,1,TRUE,High,43.5,FALSE
Delhi,-107.6,752.77,24.86,6.5,3.62,5G SA,Nord 4,Airtel,n28,89,29.8,51,3,271.38,4,TRUE,Medium,72.1,FALSE
Mumbai,-106.4,987.01,101.97,8.6,3.2,5G SA,Galaxy S23,Jio,n78,77,31.4,47,2,216.99,4,TRUE,High,12.1,FALSE
Kolkata,-65,559.02,82.9,3.5,3.23,5G NSA,Galaxy S23,Jio,n78,15,32.6,8,0,262.26,3,TRUE,Low,48.1,FALSE
Delhi,-66.1,952.09,38.64,1.4,1.15,5G SA,iPhone 14,BSNL,n258,85,31.9,55,2,479.7,2,TRUE,Medium,47.4,FALSE
Berlin,-60.9,180.19,56.04,10,0.97,5G SA,Pixel 7,Verizon,n41,27,20.4,31,1,159.97,4,FALSE,High,36.3,TRUE
Chennai,-71.1,192.34,75.53,6.9,4.36,4G,GT 7,Airtel,n258,11,41.7,32,3,459.51,4,FALSE,Medium,66.5,FALSE
Kolkata,-90.9,197.34,49.11,1.4,3.11,5G SA,Galaxy S23,Vi,n258,50,37.1,18,2,174.81,3,TRUE,High,55.9,TRUE
Delhi,-96.2,868.3,98.65,15.8,4.83,5G SA,Nord 4,Jio,n258,31,25.3,25,4,437.99,5,FALSE,High,86.4,FALSE
Chennai,-92.6,770.07,35.71,14.3,4.26,4G,Nord 4,BSNL,n78,40,35.7,21,4,396.46,1,FALSE,Medium,14.5,TRUE
San Francisco,-84.5,798.6,148.11,18.6,2.95,5G SA,iPhone 14,T-Mobile,n78,31,45,58,1,381.62,1,TRUE,Medium,34.5,FALSE
Mumbai,-79.9,422.29,73.59,3.7,3.21,5G SA,Nord 4,Vi,n78,15,33.4,17,2,164.01,2,FALSE,Medium,84.9,TRUE
San Francisco,-68.2,824.03,66.65,19,3.23,5G SA,Nord 4,AT&T,n41,80,25.5,26,2,51.57,2,FALSE,Low,24.1,FALSE
Berlin,-68.4,115.94,51.26,18.4,2.75,5G NSA,Pixel 7,AT&T,n260,41,32.9,26,2,127.85,5,FALSE,High,38.7,TRUE
Berlin,-87.7,392.2,81.46,10.1,0.24,5G SA,Pixel 7,T-Mobile,n78,84,23.9,40,4,170.95,3,TRUE,High,93.8,FALSE
Berlin,-74.5,521.43,91.7,15.3,1.58,5G SA,GT 7,AT&T,n41,84,35.4,39,3,471.8,1,TRUE,Medium,48.4,FALSE
Mumbai,-86,573.27,85.54,8.7,2.68,5G SA,Galaxy S23,Jio,n28,50,31.7,54,1,309.24,2,TRUE,Medium,96.4,FALSE
San Francisco,-61.2,849.23,22.76,8.3,3.23,5G SA,Pixel 7,Verizon,n260,68,23.1,42,3,15.17,1,FALSE,Low,71.5,TRUE
Kolkata,-107.8,911.69,59.03,8.3,4.43,4G,GT 7,Vi,n28,32,42,4,0,281.3,4,FALSE,Medium,31.1,TRUE
Chennai,-92.5,402.64,119.89,15.9,3.23,5G NSA,Pixel 7,BSNL,n78,69,32.1,40,4,205.84,2,FALSE,,75.9,FALSE
Berlin,-84.8,774.63,123.8,18.2,3.23,5G SA,Nord 4,T-Mobile,n41,56,44.4,47,2,103.44,4,TRUE,Low,56.4,FALSE
San Francisco,-87.6,241.03,112.86,1.6,0.84,5G SA,iPhone 14,T-Mobile,n78,48,25.9,54,3,174.51,4,TRUE,High,11.9,TRUE
Mumbai,-91.4,708.06,42.06,19.6,4.02,4G,iPhone 14,Airtel,n28,59,42.1,53,4,475.61,3,TRUE,High,97,TRUE
Delhi,-63.6,731.27,76.27,18.3,3.23,5G NSA,Pixel 7,Vi,n78,63,20.6,5,2,14.48,3,TRUE,Low,27.4,FALSE
Kolkata,-61.8,825.92,51.95,4.1,3.23,5G SA,Galaxy S23,Airtel,n28,87,31.9,26,0,472.85,1,FALSE,,86.6,TRUE
Chennai,-83.3,309.84,76.4,18.1,0.43,4G,Galaxy S23,Airtel,n258,40,33.3,5,4,126.13,1,TRUE,Medium,18.8,TRUE
San Francisco,-101.2,662.55,48.81,12.7,2.58,5G NSA,GT 7,Verizon,n41,19,39.1,45,3,45.12,2,TRUE,High,35.5,TRUE
San Francisco,-107.3,803.56,64.51,7.5,4.31,4G,Galaxy S23,Verizon,n78,41,26.5,37,0,340.01,2,FALSE,Medium,16.2,FALSE
Mumbai,-107.1,352.07,68.76,15.7,0.11,4G,Galaxy S23,BSNL,n28,14,25.3,45,2,133.22,2,TRUE,Medium,47.2,FALSE
Chennai,-106,276.5,97.55,12.3,3.23,4G,Pixel 7,Jio,n28,12,33.8,14,4,139.82,3,TRUE,Low,97.6,TRUE
Chennai,-102.3,623.17,72.25,5.8,4.72,4G,Pixel 7,BSNL,n78,51,36.1,33,0,351.57,4,TRUE,Medium,59.2,TRUE
San Francisco,-81.2,704.51,146.3,5.2,3.23,4G,GT 7,T-Mobile,n78,86,39,30,2,88.37,1,TRUE,Low,86.2,FALSE
Delhi,-72.1,658.58,43.79,8.8,3.23,5G SA,Nord 4,BSNL,n258,93,30.8,20,3,365.06,3,FALSE,Low,32.4,FALSE
Berlin,-89.5,828.74,146.69,7.7,3.47,5G NSA,Pixel 7,Verizon,n260,18,24.6,35,0,332.79,2,TRUE,Medium,81.3,FALSE
Mumbai,-107.2,548.29,115.04,19,1.74,5G NSA,iPhone 14,Airtel,n258,56,33.1,35,2,321.05,4,FALSE,Medium,76.6,TRUE
Berlin,-82.6,287.19,123.39,19.5,2.2,5G NSA,GT 7,T-Mobile,n260,20,34.2,31,0,146.7,1,FALSE,High,92.7,FALSE
Tokyo,-98.1,445.95,147.65,3.4,3.23,4G,iPhone 14,T-Mobile,n41,48,38.2,47,0,475.01,3,TRUE,Low,91.2,FALSE
Mumbai,-86.5,108.08,148.27,17.9,3.23,5G SA,Pixel 7,Airtel,n78,24,26,19,0,288.41,1,TRUE,Low,56.9,FALSE
New York,-103.9,665.66,123.94,16.3,1.69,5G SA,iPhone 14,AT&T,n78,77,29.1,23,3,53.39,1,TRUE,Medium,88.1,TRUE
Mumbai,-72.8,963,99.56,8.1,4.52,4G,iPhone 14,Jio,n258,28,20.6,9,3,330.32,2,FALSE,Medium,24.2,TRUE
Mumbai,-91.2,803.78,145.08,7.9,2.09,5G SA,iPhone 14,Vi,n258,87,37.9,32,3,72.89,3,TRUE,Medium,30.4,TRUE
Tokyo,-85.2,566.92,90.5,16.7,4.45,4G,Galaxy S23,T-Mobile,n260,25,30.8,48,4,483.5,1,FALSE,Medium,57.1,TRUE
Mumbai,-98.1,431.04,144.82,15.6,3.24,5G NSA,Nord 4,Vi,n28,44,24.1,12,4,65.91,3,TRUE,Low,38.8,FALSE
